id,text kotor,Sentiment
628,"@unmagnetism Ahmad dhani, 
Vincent desta",No
629,vincent desta dipecat dari mtv bujang gara-gara ngeledek logo globaltv,No
630,"Bang, gue ngarep banget bisa liat lu jadi komentator kayak vincent desta gara2 ini😅👍",No
631,Minions gue rasa ikutnya vindes sport nanti lawan vincent desta,No
632,@vindestwitt Vincent Desta oomleo ebel marshel indra jegel mami Nunung chef norman chef willgoz chef Martin.,No
633,@vindestwitt Vincent Desta Hesti Enzy om leo dan Bu sisca.,No
634,@patragumala vincent desta sule andre mnurut gw setelah alm olga komeng adul,No
635,@gorgeuis Vincent Desta,No
636,"Ibarat vincent - desta, vincent cuma kasih lambungan jokes sedikit aja, desta pasti paham dan masuk ke jokesnya. Beda cerita klo vincent partneran sm irfan hakim atau raffi ahmad, pasti kurang.

Jot harusnya bisa ngeliat itu dr para member.",No
637,"@nagacentil Vincent Desta sudah meramal ini dari jaman dulu

youtu.be/hmCU87jHS7A",No
638,"ACG Aku Cinta Gunung, Vincent &amp; Desta Naik Gunung Eiger? youtu.be/m3dxLLCmEuo via @YouTube",No
639,vincent desta,No
640,"@SuiciDeSpair_ Punk, pemuda urakan namun kreatif kalo.kata Vincent Desta",No
641,lawakan mereka tuh kyk gimmick vincent desta bgtt 😭 https://t.co/CdBbuNKqcT,No
642,"@keitaloverbot OALAH, TAU-TAU. EGK MW MENDING SM VINCENT DESTA",No
643,@G3M4THs geng motor nya vincent desta😭😭😭🙏🏻🙏🏻,No
644,"@falenzaman Vincent desta, Onald, surya indra jegel, boris bokir...",No
645,"@keitaloverbot MANG SYP SI, KAN VINCENT DESTA 😭 AK EGK TW GOMEN",No
646,@yujinpow BUKAN VINCENT DESTA BJIER😭😭😭😭💪🏻💪🏻💪🏻,No
647,"Verified
Senin artinya Vincent Desta Show, yang malam ini bersama Jeriko Panggabean; ialah sahabat lama Vincent.

Apakah yang akan dibongkar dan terbongkar? Tongton dan saskikan di Youtube Vindes sekarang. 

Klik youtu.be/Q7MeUzbCa_U

#Vindes 
#VincentandDesta https://t.co/Y0zHbsC9Va",No
648,vincent desta cabang korea https://t.co/6PLyTI03du,No
649,"Diprank ini ada Vincent Desta di Jerman!!

youtube.com/live/fDhdKCTM3…

#Vindes
#RamadanBarengVindes https://t.co/lnDJAh81EN",No
650,"@vindestwitt opini pribadi saya nih, ga seseru tahun kemarin.
Vincent Desta malah minim keliatan 
saya cuma nonton hari pertama, itu juga ga sampe kelar 😞",No
651,SAHABAT SEJATI VINCENT DESTA MINGGIRRRRRRRRRRRR https://t.co/lAOwJxtJSy,No
652,"@Jihagn @nixies TMI hari ini ada new performance dari Jikmin di The Tonight Show punya Jimmy Fallon, bukan punya Vincent Desta ya hati hati penipuan",No
653,vincent desta kece banget dah kacauuu...😫,No
654,"@DyahWeru_Z Channel youtube nya vincent desta.. kalo buka puasa ada acaranya, terus ada adzan nya, yg adzan dikta",No
655,kenapa hostnya bukan vincent desta,No
656,"@notyoursst00pid @PartaiSocmed klo hesti, vincent desta dan enzy liat ini pasti pada heboh

"" eh eh eh siapa tuh, siapa tuh""",No
657,@vindestwitt Knp di bukber gak ada vincent desta nya?,No
658,"@pandji termasuk Vincent - Desta dong yes loyalis beliau yang masuk kategori, dekat dengan pemuda &amp; olahraga. 
mengingat rekam jejak abdee slank yang bisa jadi komisaris bumn yekan",No
659,"Mau berterimakasih sama om vincent desta, makasih banyak udah hadir di dunia dengan membawa banyak kecerian dan kebahagian pada semua orang termasuk aku salah satunya, udah jadi tempat kalo lagi sedih, udah nemenin ngerjain tugas laporan di tiap-tiap malemnya.",No
660,"@interistakarbit oomleo circle nya keren gak alay kaya ditho. gue pernah bukber bareng goodnight electric, goodfriends, vincent, desta di tebet. yg emang kebetulan mereka sohib",No
661,"Sambut Ramadan 2023, Vincent Desta Punya Progam Ramadan Bareng Vindes dlvr.it/SlDr0K",No
662,"@kikysaputrii @adjisdoaibu @Standupindo @abraham_TS Wkwkwk, minta maaf sama aku ya kak. Aku penggemar Vincent Desta Hesti Enzy 😅",No
663,"terakhir kapan ya nonton tonight show 😭 padahal duluu ga pernah absen nonton vincent desta, sekarang udah hampir ga pernah 😭 paling cuma sekilas lihat cuplikan2nya di tiktok 😭",No
664,Pagi2 gue udah nangis banget liat Vincent Desta 😭😭😭😭,No
665,@perspillantwt iki lucu banget ekspresi vincent desta,No
666,imagine vincent &amp; desta invite them to tonight show,No
667,i can see b&amp;e in vincent &amp; desta,No
668,"Malam ini Vincent &amp; Desta kedatangan seseorang mutiara dari timur yang adalah @marionjolamj. Tonton keseruan obrolannya di Youtube Vindes. Meluncur! Sudah tayang!

youtube.com/watch?v=9SxBXT…

#Vindes 
#VincentandDesta https://t.co/huO518wYPZ",No
669,bisa aja nih vincent desta https://t.co/YKmVsUjCpB,No
670,"@tanyakanrl vincent desta komedia ga sie, pokonya mreka terlucu dah menurut ku",No
671,"((jimin fallon))
(((acaranya vincent desta)))",No
672,@indomyfess iya bener vincent desta,No
673,((Jimin fallon)) ((tonight show)) ((Vincent desta)) 😭😭😭,No
674,"@indomyfess Tapi tonight show vincent desta emang terinspirasi dari typical US talkshow sih, makanya vibesnya mirip.",No
675,@dunkinlemon Kaget. Gue kira beneran ke vincent desta😭,No
676,"Anjweengg ketawa bgttt plissss
Vincent desta gak tujhh😭😭😭",No
677,@txtdrindomy acara Vincent desta 😭😭,No
678,@txtdrindomy Bayangin aja keacara Vincent Desta suatu saat nanti,No
679,@txtdrindomy Vincent desta😭😭,No
680,"@vindestwitt Vincent, desta, om leo",No
681,"@kittycathae Yes, in Indonesia we have VinDes (Vincent&amp;Desta), like D&amp;E, both came from same group and have best chemistry..they started from a show on mtv and now they have their own youtube chnl..i also hope our D&amp;E will have their own chanel in the future, coz they're so good together 🥲",No
682,"Vincent &amp; Desta enak banget, dapet endorse dari Eiger untuk langsung naik gunung di Swiss.",No
683,@xxrickyshen vincent from vindes vincent desta iya apa iya,No
684,Vincent &amp; Desta,No
685,"gwendeng semalem ak mimpi ada vincent desta ada dirumah trs maen ke kamar dh kek sodara kandung sendiri woyyyy. rasae kek nyata dan pas mimpi itu ngira mimpi tp ternyata nyata *paham g si*, pdhl mimpi yaAllahhhhh",No
686,"@putpuwi dochi sadega. vincent desta masih suka bingung kan apa itu musik bergenre ""pop punk"". nah dochi orang yang tepat untuk menjabarkan semua itu",No
687,"Zara udah bukan JKT48 main ke Vincent &amp; Desta Show malam ini. Sudah tayang di Youtube Vindes. Klik youtu.be/qIJfDolxJXg

#Vindes 
#VincentandDesta https://t.co/kHfLduQKGJ",No
688,"Ada yg udh liat video sy tanding bola pimpong bareng Vincent, Desta, Andre dan Dikta? Klo blm yuk langsung ke channel youtube nya Vindest!👍🏻👍🏻 https://t.co/FQuipnl0J5",No
689,@scheulleo Yang host Vincent desta ya? 🤣,No
690,"Rony ini kayaknya sering nonton tonight show. Jokes sama gimmick nya mirip Vincent, Desta😂 orang kok lucu terus wkwkwk",No
691,"@MafiaWasit Logo kui inspiratif, nyatane Vincent desta melu"" Logone ngono",No
692,"ngehe mohan, baskara, ari lesmana, vincent desta definisi cowo keren menurut gue👌",No
693,"@berlianidris @kikysaputrii Banyak kasus kaya gitu dok, Vincent Desta jg kena. Dengar aj d trio Kurnia. Belum yg masyarakat biasa",No
694,"versi indonya iqbaal, arbani yasiz, vincent, desta, SYP LG YA KO TBTB LUPA",No
695,"@tanyakanrl VINCENT 
DESTA
DANILA RIYADI
REFAL HADY
HERJUNOT ALI
TORA SUDIRO
RONALD
LUKMAN SARDI
MAUDY AYUNDA
ARI IRHAM",No
696,"@torantula Vincent , Desta , Stepi item , Babang tamvan andika",No
697,"Kalo mau nyebutin banyak nih. Terbaru paling gerombolannya Vincent &amp; Desta. Ga harus jadi orang event, tapi kalo bisa ajak temen yg ""ga punya malu"" alias bisa diajak nyelinap ke backstage (ajaran-ajakan temen yg fans berat SID sampe kemarin nemuin langsung).",No
698,"@tanyakanrl vincent, desta, nycta gina, duta so7. udh si. kalo konser banyak.",No
699,"@tanyakanrl Dedi cahyadi
Letto
Sheila on 7
Ardhito
Denny Caknan
Febby Putri
Coki muslim
Coldiac
Dzawin
Pee wee gaskins
Vierra
JKT 48
Gangga
Tiara Andini
Okin
Onad
Vincent desta",No
700,@F4LL1N111 Tonight show vincent-desta?,No
701,vincent desta,No
702,@mrdhbai @Askrlfess Nama fans nya Vincent Desta,No
703,@tanyakanrl Ini vincent desta?,No
704,Snu-jaeung 🤝 vincent-desta,No
705,"Kalau jatuh ke lubang yang sama apa bahasa sundanya? 🤭🤭
. 
. 
📹 @tonightshow_net 
. 
. 
#Ridwankamil #RKJabarjuara #JabarJuara #IndonesiaJuara #tonightshow #sunda #bahasasunda #sundanese #basasunda #vindes #vincent #desta https://t.co/puXBg2FLtP",No
706,"Selamat malam orang orang lemah. Malam ini akan ada @anwarcoki yang akan mengibril bersama Vincent &amp; Desta. 

Sudah tayang di Youtube Vindes. Klik youtu.be/IBJki2BY4yk

#Vindes 
#VincentandDesta https://t.co/wQsErO2v1j",No
707,"~ Trio Kurnia
Ketawa bareng sama 3 bapak2 kocak, Vincent, Desta dan Andre Taulany

~ Deddy Issues
Jadi lebih pintar karena dengerin podcast yang diisi sama om deddy ini",No
708,"@RuangLucuuu 1 Nadia Omara
2 Vincent &amp; Desta
3Maling mamat keliling
4 Lankybox
5 Cocomelon",No
709,"@fleurdelucour Kalo tiba tiba komedi, vincent desta☝️",No
710,@tanyarlfes tadi banget abis mimpi vincent desta jadi tukang pempek keliling tapi teriaknya 'videoo videoo video' demi apapun ngga ngerti samsek,No
711,random banget pikiran gw.. tapi kayaknya kalo junhan ketemu Vincent Desta atau kalo junhan di undang ke YouTube nya vindes obrolan mereka bakal nyambung 😭,No
712,Vincent Desta segala dibahas https://t.co/6PNZDBRvN7,No
713,"I imagine if Kingdom gets the chance to interview here, they will feel father's jokes of Vincent - Desta (they are famous hosts and comedians in Indonesia)

Especially Dann &amp; Louis😭

*manifest @netmediatama @KINGDOM_GFent @WarnerMusicID 🙏 https://t.co/WrkMdLzNmn",No
714,Ngak pernah terlintas di kepala ku sedikit pun kalo cravity bakal ngobrol sama Vincent  Desta 😥,No
715,Vincent desta ngobrol sama  cravity 😭😭😭 gak pernah kebayangg,No
716,never in my dream i’d imagine cravity meeting vincent desta 😭 is this real like REAALL??,No
717,@NFADavid Vincent &amp; Desta,No
718,"iqbaal, om vincent&amp;desta disatu frame🫶🏻 gbs move on dr konser inii https://t.co/CHjf3fpss4",No
719,"Pengalaman nonton Club 80's (Vincent+Desta), Sheila On 7, Noah. dalam panggung yang sama. https://t.co/9MC3QlE6Dp",No
720,@goodl_uck Kalo host-nya sekaliber Vincent Desta mungkin akan enak flow-nya. Bahaya malah jadi bahan julid nanti.,No
721,"@convomfs Story gw diliat vincent desta aja seneng bgt dulu, ketawa 5 menit sambil ngasih tau keluarga sama temen"" hahahaha",No
722,"Supris untuk Vivin Dedes, malam ini akan ada Vincent Desta Show edisi spesial HUT Vindes kedua. 

Kami mengundang Vivin Dedes dari Jakarta, Bandung, Solo untuk datang ke studio Vindes. 

Telah tayang, klik youtu.be/AGX3XWtevJ8

#Vindes 
#VindesYaHUTNihYee 
#VincentandDesta https://t.co/jnIL9Eznbq",No
723,"Dulu waktu jaman aku jadi fans nya clubeighties, aku cuman perlu beli cd original buat dapetin tandatangan vincent desta lembu clift sama sukma, kalo mau stikernya beli majalah aneka yess!!, sekarang aku mau ketemu taehyung harus investasi dulu😵‍💫 sungguh perbedaan yang yahh🥲",No
724,"Pernah denger vindes tapi lupa vincent / desta nya ya, gitu sama salah diagnosa sampe hrs operasi. Sampe akhirnya dia cek ke rs spore, ternyata ga perlu sampe operasi dan diagnosanya beda jauh. 😂 kalo w pribadi gapernah soalnya gapernah ke dokter kalau ga ranap",No
725,vincent desta😀,No
726,"Studio Vincent Desta Show malam ini kedatangan salah satu pemenang dari pertandingan ganda Tepok Bulu lalu, plis welkam @ericarl_ !

Sudah tayang di Youtube Vindes. Klik youtu.be/OmRbMIgFhzI

#Vindes 
#VincentandDesta https://t.co/9jBdPHcPRi",No
727,jadi inget cerita vincent yang selalu ikut Abangnya (mas cliff) tiap kali ngumpul sama gank nya 😭 awal mula ketemu nya vincent desta gara2 si Vincent ngintilin abang nya mulu tiap main 😭,No
728,@blueoreenjii @convomfs wkwkwkw aku bacanya pake nada vincent desta😭,No
729,Coba belajar idealis kaya gini dari vincent desta deh,No
730,@overcontrolneed Mungkin kalo ngobrolnya sama vincent desta sih bisa aja tu nanya ttg next step yg kaitannya g cuma berkutat di personal 🙆,No
731,"@Gank_Of_Petojo Otong koil pernah om.. Di bahas di podcast nya vincent desta pas waktu dia kena SANTET.

trs di lakban kan sama dia ke perut krn bengkak. trs ntar kempes sendiri. HAAA mau ngakak takut kena santet..",No
732,"@Stakof Dari komeng, jerome polin, prediksi, vincent desta, ampe fanny soegi wkwkwkwkwk. Emanf bener sih artis tuh jgn main twitter dah. Sakit hati sendiri nanti baca nyinyiran netizen",No
733,"Kurang Vincent, Desta sama Enzy aja https://t.co/lipFkFc2hH",No
734,"Gimana caranya?!
Simak Sobi! 
✅ Dateng ke @iims di hari Jumat, 24 Februari jam 14.00
✅ Yang pasti ke booth mobbi dong!
✅ Foto/ Videoin Vincent &amp; Desta lagi di booth mobbi
✅ Post to IGS, tag @mobbi.id @vincentrompies @desta80s",No
735,Nontonin konten Vincent-Desta ngakak mulu sampe batuk2. Sumpah ni 2 orang kenapa lucunya natural sih 🤣🤣🤣🤣🤣🤣🤣🤣🤣,No
736,Humorku sebatas nonton lala sama vincent desta,No
737,"kalo liat mereka tuh kayak ngeliat Vincent Desta 🥹🫶🏻

 twitter.com/ildanhyukhae/s…",No
738,@ontotheropes sukebak tuhh idenya dari gamenya vincent desta enji di tonight show (gak tau sih bener apa enggak). tapi tuh kayaknya dulu muncit pernah main sukebak juga deh yang asli. twitter.com/at_three_am/st…,No
739,@vindestwitt VDkate = Vincent Desta suka ayam kate,No
740,"Vincent Desta ini mah😭
twitter.com/nctzenbase/sta…",No
741,"Fakta Durian Gajah yang Dibahas Vincent Desta, Harganya Jutaan! Jerome belum tahu nih... #Vindes #durian #morn #minggu
pasundan.jabarekspres.com/2023/02/18/dur…",No
742,"makan yupi sambil nonton vincent desta, dengerin lagu shawn mendes, liat pidio tiktok kucing, nonton mukbang, tidur, marathon drama, nongkrong, beli dimsum, ke pecel lele bang jek",No
743,@ageetarumi Keren 😎😎 Sama kayak Vincent Desta kayaknya hehe,No
744,"jujur berasa nonton vincent desta

 https://t.co/AwkEEwjiPY",No
745,@tvindonesiawkwk Vincent desta adalah pelawak yang ga merasa dirinya pelawak asli komedi terus wkwk,No
746,"Pernah ketemu Rossa, Rizki Febian, Raisa, Yuki Kato, Daniel Mananta, Ryan Ibram, Niki Zefanya, Via Valen, Feby Rastanti, Gen Halilintar, Vincent, Desta, Vierratale juga",No
747,@AdjieSanPutro nonton vincent desta adalah healing terbaik,No
748,@KuroNekoBanser Vincent - Desta.,No
749,"alasan tidak menonton tonight show adalah, kabita outfit yg dipake vincent desta, brand brand yg diidamkan anak skate tapi mahal!!",No
750,vincent desta,No
751,"instead of yg ga lucu, mending yg lucu aj. gua paling suka vincent, desta, enzy, hesti udh paket lengkap",No
752,"Bahkan seorang Maudy Ayunda berkata demikian...

Lo udah nonton Vincent Desta Show bersama Maudy? Kalo belum, klik youtu.be/Rfg0uh4OxwA

#Vindes 
#Kutipetik https://t.co/ynQpWANHz9",No
753,@ngemtot @KuroNekoBanser vincent desta kan memang bukan pelawak tapi presenter yang suka ngelawak ala tongkrongan hahaha,No
754,"bintang emon, surya insomnia, vincent &amp; desta",No
755,@KuroNekoBanser Vincent desta,No
756,@unmagnetism Vincent desta,No
757,vincent desta,No
758,"@StarkiTomi @cobeh2022 Beda selera kali.

Coba sebut yang lucu menurut versimu? Mr. Bean, Komeng/Adul, Vincent/Desta, para komika?",No
759,@uusbiasaaja Vincent desta sih,No
760,@chroma_shin Bener... Gua aja suka SNSD karena mereka lawak banget. Mereka lebih ke group lawak buat gua daripada girlband. Sama kayak gua suka Vincent Desta walaupun mereka punya band. Hahahaha terlalu sempurna malah ngebosenin.,No
761,"Lu tp ga rumit ya hidupnya? Gila prestasinya banyak banget -vincent

Vincent desta aja ampe terkagum2 ama maudy ayunda
Apalagi gua 😭😭😭
No words can explain how I adore her so much",No
762,@Ifat_Id vincent - Desta,No
763,"🕊️. Apa sih twitter. Stop nunjukin aku who to follow because I only follow my heart.

; Tapi nggak difollback..

Hidup kadang begitu. Kadang Raffi Ahmad, kadang Gitasav, kadang Vincent Desta.",No
764,@justxxay @UNSfess_ kalo vincent desta termasuk apaan?,No
765,Vincent Desta Andre juarak sih menghiburnya❤️,No
766,"Maudy ayunda, mba Nana eh ini artis apa politisi ya pokonya itu deh. Deny + wendy Cagur, Vincent desta",No
767,@syuthiks @tanyakanrl Di vindest di net apa di yt gt. Pokok y sama vincent desta,No
768,@radensiapa LU KENAL VINCENT DESTA DARI MANE,No
769,@radensiapa Vincent desta WKWKWKWK 😭,No
770,@vernoncireng tonight show vincent desta enzye hesti kita ganti seungkwan hoshi dokyeom dino kyk going bss hari ini bisa kali ya,No
771,@vernoncireng IYA LAGI😫 vincent desta vincent nya seungkwan desta nya?,No
772,@vindestwitt Oufitnya vincent &amp; desta lah 😁,No
773,"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?

mending gue jadi sofanya aja bareng kak tsabit

di...dudukin..?",No
774,"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?

mending gue jadi sofanya aja bareng kak tsabit",No
775,"bang jordan sama bang ghiyas cocok gantiin vincent desta

Hmm… tapi tetap tidak ada yang bisa menggantikan sosoknya yang indah.",No
776,"bang jordan sama bang ghiyas cocok gantiin vincent desta

lo jadi hesti ya yo?",No
777,bang jordan sama bang ghiyas cocok gantiin vincent desta,No
778,"@vindestwitt Baju yang dipake vincent desta, karna sama terus untuk season ini",No
779,vincent sean bukan vincent desta https://t.co/2FFd4ic6sv,No
780,Waduh Vincent &amp; Desta lagi sepikap nih ke HRD. Ada yang punya solusi gak buat mereka? https://t.co/MU3pUP5xvf,No
781,capek banget nonton Vincent Desta 🤣🤣😭😭,No
782,"@vilosofi_ Hi vincent, desta ga diajak?",No
783,"@tanyakanrl Going seveteen,Nct dream,txt,ninghonggo manttapu,Vindes (Vincent Desta)",No
784,joget kunci stang vincent desta sing baru pweecaaah lucu pol WKWKWWMWKWK,No
785,"Malam ini sang ‘Rehat’ @KuntoAjiW mampir ke Vincent Desta Show jam tujuh malam. 

Klik youtu.be/_4ThlqtnfDY buat nontonin!

#Vindes 
#VincentandDesta https://t.co/to0NvRcF42",No
786,"Duo komedian, Vincent dan Desta mengundang Raffi Ahmad sebagai tamu dalam video konten mereka. Terdapat momen yang unik dan lucu di video tersebut.

Simak terus berita terupdate lainnya di MNC Update ! 

#Vindes #Vincent #Desta #RaffiAhmad #NagitaSlavina #HotGossip #MNCUpdate https://t.co/Tqt7ooVwN8",No
787,perez tebas &gt; vincent desta,No
788,@RChuatway perez tebas &gt; vincent desta,No
789,Apakah ini efek nonton vincent desta di segala channel utube?  Sampai2 aku sering ngereceh terus :(,No
790,Nulis Lagu Senja Bisa Ketemu Vincent Desta‼️ https://t.co/dNVSv18oG6,No
791,"@denny_trizki @kisahtanahjawa @NETtv_Channel Gak mungkin bro sekelas NET.TV minim anggaran, The Tonight Show nya Vincent &amp; Desta saja (tempo hari) bisa ngundang Seringai (yang notabene adalah salah 1 Band Indie termahal), masa buat syuting ke tempat angker gk bisa?",No
792,vincent desta,No
793,"@starfess jongu tuh mood btt anaknya jd biar rame aja gitu, dia kalo di indo udah join circle vincent desta",No
794,"we@Obay_Kusut1981 Tanya rijik goblok, dia punya banyak koleksi janda. Pake nanya segala. Tolol main Tweet. https://t.co/LFq3tfaAu8",Yes
795,ramudeng pki teriak pki dasar kadrun begok permanen fpi hti itu pemberontak sama seperti pki ngaca lu drun kadrun begoo,Yes
796,ty@Sukardi2017 wkwkk.....kadrun begoooo kontraknya ga lama kok.....kasian bidadarinya kelamaan nunggu,Yes
797,"er@islah_bahrawi begoooo Mantab.
Narasi dg analogi yg mudah diterima akal.
.
Gak tahu kalau akal kadrun, paham pa gak...",Yes
798,op@langitan99 Combro apa kentang rebus bangsat??,Yes
799,"rt@lahedom99 Cieee... Gak pake media apa malu ketauan bloon begoooo.. Hebat ya Kadrun, junjungan loe si raja bokep aja cium tangan Ama Kadrun...loe gak mau cium kaki gw",Yes
